alignment,flip_probability,replicate,realized_flip_rate,strict_gcr,material_gcr_0_5pp,mean_pareto_conflict_margin,user_tci
0.0,0.0,0,0.0,0.0,0.0,0.0,0.27537917766542896
0.0,0.0,1,0.0,0.041666666666666664,0.0,0.0009424603174605917,0.3063733185210233
0.0,0.0,2,0.0,0.0,0.0,0.0,0.3653367622721483
0.0,0.0,3,0.0,0.0,0.0,0.0,0.26350913320367614
0.0,0.0,4,0.0,0.08333333333333333,0.0,0.0017857142857141683,0.23263666718643317
0.0,0.0,5,0.0,0.041666666666666664,0.041666666666666664,0.0050595238095236805,0.2614142979531479
0.0,0.0,6,0.0,0.0,0.0,0.0,0.28431533484657234
0.0,0.0,7,0.0,0.0,0.0,0.0,0.2887456854777005
0.0,0.0,8,0.0,0.0,0.0,0.0,0.2833019477781836
0.0,0.0,9,0.0,0.0,0.0,0.0,0.2572483831253662
0.0,0.0,10,0.0,0.0,0.0,0.0,0.27181511816863163
0.0,0.0,11,0.0,0.041666666666666664,0.0,0.0012400793650793052,0.26310780273826945
0.0,0.0,12,0.0,0.0,0.0,0.0,0.27971366828741223
0.0,0.0,13,0.0,0.041666666666666664,0.0,0.000694444444444664,0.3084611753599247
0.0,0.0,14,0.0,0.0,0.0,0.0,0.2872211190281511
0.0,0.0,15,0.0,0.041666666666666664,0.0,0.0018353174603178424,0.28379009354932616
0.0,0.0,16,0.0,0.041666666666666664,0.0,0.00024801587301592765,0.25330814900606713
0.0,0.0,17,0.0,0.0,0.0,0.0,0.2832613313864446
0.0,0.0,18,0.0,0.0,0.0,0.0,0.2775057945615921
0.0,0.0,19,0.0,0.0,0.0,0.0,0.29011262536509363
0.0,0.0,20,0.0,0.041666666666666664,0.0,0.0019345238095239692,0.2607960317595448
0.0,0.0,21,0.0,0.08333333333333333,0.0,0.0025049603174601698,0.28557090531537505
0.0,0.0,22,0.0,0.0,0.0,0.0,0.27184339172754696
0.0,0.0,23,0.0,0.0,0.0,0.0,0.24452307709240192
0.0,0.0,24,0.0,0.041666666666666664,0.0,0.0005456349206353073,0.2543895359595651
0.0,0.0,25,0.0,0.0,0.0,0.0,0.279064555529409
0.0,0.0,26,0.0,0.0,0.0,0.0,0.25449740607163357
0.0,0.0,27,0.0,0.0,0.0,0.0,0.27892159886932755
0.0,0.0,28,0.0,0.0,0.0,0.0,0.26019574519243943
0.0,0.0,29,0.0,0.041666666666666664,0.0,0.002182539682539786,0.29429510105165374
0.0,0.0,30,0.0,0.041666666666666664,0.0,1.1102230246251565e-16,0.31434086359736907
0.0,0.0,31,0.0,0.0,0.0,0.0,0.30047074489831693
0.0,0.0,32,0.0,0.041666666666666664,0.0,0.0004464285714287364,0.26387877414725996
0.0,0.0,33,0.0,0.0,0.0,0.0,0.26155421626068126
0.0,0.0,34,0.0,0.0,0.0,0.0,0.2904186956618413
0.0,0.0,35,0.0,0.0,0.0,0.0,0.2635959311286273
0.0,0.0,36,0.0,0.0,0.0,0.0,0.28099327856609413
0.0,0.0,37,0.0,0.08333333333333333,0.0,0.001438492063492114,0.28711780773636436
0.0,0.0,38,0.0,0.0,0.0,0.0,0.29961754701351806
0.0,0.0,39,0.0,0.0,0.0,0.0,0.28641139050123116
0.0,0.0,40,0.0,0.0,0.0,0.0,0.2677844256887414
0.0,0.0,41,0.0,0.041666666666666664,0.0,0.0024305555555558245,0.26423989193268776
0.0,0.0,42,0.0,0.0,0.0,0.0,0.25319913731128685
0.0,0.0,43,0.0,0.041666666666666664,0.0,0.0002976190476192686,0.3247184358009702
0.0,0.0,44,0.0,0.08333333333333333,0.0,0.001066468253968167,0.28272863055903086
0.0,0.0,45,0.0,0.08333333333333333,0.0,0.001711309523809601,0.2963553390101658
0.0,0.0,46,0.0,0.0,0.0,0.0,0.2502494081611745
0.0,0.0,47,0.0,0.041666666666666664,0.0,0.0015873015873015817,0.2757783977502084
0.0,0.0,48,0.0,0.0,0.0,0.0,0.33161390616167347
0.0,0.0,49,0.0,0.0,0.0,0.0,0.2855687358998618
0.0,0.0,50,0.0,0.125,0.0,0.0017857142857142794,0.26955634936999495
0.0,0.0,51,0.0,0.0,0.0,0.0,0.2418889789347754
0.0,0.0,52,0.0,0.041666666666666664,0.0,0.004513888888888928,0.2704039846896993
0.0,0.0,53,0.0,0.0,0.0,0.0,0.2720718358786132
0.0,0.0,54,0.0,0.0,0.0,0.0,0.2941536420356741
0.0,0.0,55,0.0,0.0,0.0,0.0,0.22558530727970974
0.0,0.0,56,0.0,0.041666666666666664,0.0,0.0017857142857142794,0.28596947691351804
0.0,0.0,57,0.0,0.041666666666666664,0.0,0.000694444444444331,0.23743200050801178
0.0,0.0,58,0.0,0.041666666666666664,0.0,0.0008928571428572507,0.23606571454640146
0.0,0.0,59,0.0,0.0,0.0,0.0,0.28527285707911304
0.0,0.0,60,0.0,0.0,0.0,0.0,0.27183987327497144
0.0,0.0,61,0.0,0.041666666666666664,0.0,0.0010416666666668295,0.2833987221163547
0.0,0.0,62,0.0,0.041666666666666664,0.0,0.0005456349206349742,0.24445188284518832
0.0,0.0,63,0.0,0.0,0.0,0.0,0.30079784067002757
0.0,0.0,64,0.0,0.041666666666666664,0.0,0.0022321428571429047,0.2709715331849158
0.0,0.0,65,0.0,0.0,0.0,0.0,0.2969278968085471
0.0,0.0,66,0.0,0.0,0.0,0.0,0.29566597288501983
0.0,0.0,67,0.0,0.041666666666666664,0.0,0.0009920634920632665,0.2971380182406997
0.0,0.0,68,0.0,0.08333333333333333,0.0,0.0004960317460317998,0.2768158807173798
0.0,0.0,69,0.0,0.041666666666666664,0.0,0.0002480158730162607,0.28110811850711803
0.0,0.0,70,0.0,0.0,0.0,0.0,0.2648155466588775
0.0,0.0,71,0.0,0.0,0.0,0.0,0.2892977748993851
0.0,0.0,72,0.0,0.041666666666666664,0.0,0.001289682539682535,0.29986669163903173
0.0,0.0,73,0.0,0.0,0.0,0.0,0.26897281238746873
0.0,0.0,74,0.0,0.0,0.0,0.0,0.2688293448627214
0.0,0.0,75,0.0,0.08333333333333333,0.0,0.0015128968253969033,0.2698979703305587
0.0,0.0,76,0.0,0.041666666666666664,0.0,0.0007440476190475609,0.2678114541650249
0.0,0.0,77,0.0,0.0,0.0,0.0,0.2818230312729214
0.0,0.0,78,0.0,0.041666666666666664,0.0,0.0036706349206347966,0.30716462544657647
0.0,0.0,79,0.0,0.041666666666666664,0.0,9.920634920634885e-05,0.2674780978947829
0.0,0.0,80,0.0,0.041666666666666664,0.0,0.0012896825396827571,0.25361740290704676
0.0,0.0,81,0.0,0.125,0.041666666666666664,0.003373015873015935,0.26971831782253236
0.0,0.0,82,0.0,0.08333333333333333,0.0,4.960317460328545e-05,0.2762141726177014
0.0,0.0,83,0.0,0.0,0.0,0.0,0.28993631167075545
0.0,0.0,84,0.0,0.0,0.0,0.0,0.24894204641632173
0.0,0.0,85,0.0,0.125,0.0,0.0010582010582010914,0.27713904557355834
0.0,0.0,86,0.0,0.041666666666666664,0.0,0.0008928571428569176,0.2904746450750556
0.0,0.0,87,0.0,0.0,0.0,0.0,0.29861543927911993
0.0,0.0,88,0.0,0.0,0.0,0.0,0.28658223761953905
0.0,0.0,89,0.0,0.0,0.0,0.0,0.2699319574874881
0.0,0.0,90,0.0,0.08333333333333333,0.0,0.002281746031746079,0.2578301951543162
0.0,0.0,91,0.0,0.08333333333333333,0.0,0.000644841269841212,0.24927715148955512
0.0,0.0,92,0.0,0.0,0.0,0.0,0.3108650457481463
0.0,0.0,93,0.0,0.0,0.0,0.0,0.3043075802184547
